chr	start	end	strand	ensembl	gene_name	gene_type
7	82993222	83278479	-	ENSG00000170381	SEMA3E	protein_coding
7	83587659	84122040	-	ENSG00000075213	SEMA3A	protein_coding
7	84624869	84816171	-	ENSG00000153993	SEMA3D	protein_coding
7	86273230	86494200	+	ENSG00000198822	GRM3	protein_coding
7	86506222	86689015	-	ENSG00000164659	KIAA1324L	protein_coding
7	86781677	86825646	+	ENSG00000135164	DMTF1	protein_coding
7	86825478	86849903	-	ENSG00000135185	C7orf23	protein_coding
7	86974997	87029111	+	ENSG00000005469	CROT	protein_coding
7	87031013	87109751	-	ENSG00000005471	ABCB4	protein_coding
7	87132948	87342611	-	ENSG00000085563	ABCB1	protein_coding
7	87256864	87461611	+	ENSG00000105784	RUNDC3B	protein_coding
7	87462883	87505672	-	ENSG00000075303	SLC25A40	protein_coding
7	87505531	87538856	+	ENSG00000006634	DBF4	protein_coding
7	87563458	87832204	+	ENSG00000008277	ADAM22	protein_coding
7	87834433	87856308	-	ENSG00000075142	SRI	protein_coding
7	87900207	87936206	-	ENSG00000127954	STEAP4	protein_coding
7	88388682	88966346	+	ENSG00000182348	ZNF804B	protein_coding
7	88423420	88425035	-	ENSG00000164645	C7orf62	protein_coding
7	89783689	89794143	+	ENSG00000164647	STEAP1	protein_coding
7	89796904	89870091	+	ENSG00000157214	STEAP2	protein_coding
7	89874488	89940377	+	ENSG00000105792	C7orf63	protein_coding
7	89964537	90020769	+	ENSG00000105793	GTPBP10	protein_coding
7	90013035	90142716	+	ENSG00000157224	CLDN12	protein_coding
7	90095738	90839905	+	ENSG00000058091	CDK14	protein_coding
7	90893783	90898123	+	ENSG00000157240	FZD1	protein_coding
7	91500243	91510034	-	ENSG00000127989	MTERF	protein_coding
7	91570181	91739987	+	ENSG00000127914	AKAP9	protein_coding
7	91741465	91772266	-	ENSG00000001630	CYP51A1	protein_coding
7	91741473	91808845	-	ENSG00000240720	LRRD1	protein_coding
7	91828283	91875480	-	ENSG00000001631	KRIT1	protein_coding
7	91875548	92030698	+	ENSG00000001629	ANKIB1	protein_coding
7	92076767	92088150	+	ENSG00000157259	GATAD1	protein_coding
7	92097695	92100738	-	ENSG00000242950	ERVW-1	protein_coding
7	92116334	92157845	-	ENSG00000127980	PEX1	protein_coding
7	92158087	92167319	+	ENSG00000127993	C7orf64	protein_coding
7	92190107	92219708	-	ENSG00000234545	FAM133B	protein_coding
7	92234235	92465908	-	ENSG00000105810	CDK6	protein_coding
7	92728829	92747336	-	ENSG00000205413	SAMD9	protein_coding
7	92759368	92777682	-	ENSG00000177409	SAMD9L	protein_coding
7	92817899	92855837	-	ENSG00000188175	HEPACAM2	protein_coding
7	92861653	92988338	+	ENSG00000004766	CCDC132	protein_coding
7	93053799	93204042	-	ENSG00000004948	CALCR	protein_coding
7	93220885	93540577	+	ENSG00000127928	GNGT1	protein_coding
7	93514709	93520303	-	ENSG00000105825	TFPI2	protein_coding
7	93551011	93555831	+	ENSG00000127920	GNG11	protein_coding
7	93592074	93633694	-	ENSG00000105829	BET1	protein_coding
7	94023873	94060544	+	ENSG00000164692	COL1A2	protein_coding
7	94138531	94186331	+	ENSG00000127995	CASD1	protein_coding
7	94214542	94285521	-	ENSG00000127990	SGCE	protein_coding
7	94285637	94299007	+	ENSG00000242265	PEG10	protein_coding
7	94536514	94925727	+	ENSG00000158528	PPP1R9A	protein_coding
7	94926988	95025673	-	ENSG00000005421	PON1	protein_coding
7	94989256	95025680	-	ENSG00000105852	PON3	protein_coding
7	95034175	95064510	-	ENSG00000105854	PON2	protein_coding
7	95107756	95169544	+	ENSG00000005981	ASB4	protein_coding
7	95212811	95225828	-	ENSG00000004799	PDK4	protein_coding
7	95401866	95739634	+	ENSG00000158560	DYNC1I1	protein_coding
7	95749532	95951459	-	ENSG00000004864	SLC25A13	protein_coding
7	96110938	96339203	-	ENSG00000127922	SHFM1	protein_coding
7	96110938	96132835	-	ENSG00000197851	AC092031.1	protein_coding
7	96634860	96640351	+	ENSG00000006377	DLX6	protein_coding
7	96649704	96654409	-	ENSG00000105880	DLX5	protein_coding
7	96745902	96811075	+	ENSG00000196636	ACN9	protein_coding
7	97361220	97369784	+	ENSG00000006128	TAC1	protein_coding
7	97481430	97501854	-	ENSG00000070669	ASNS	protein_coding
7	97613996	97620481	-	ENSG00000135175	OCM2	protein_coding
7	97736197	97838945	+	ENSG00000164715	LMTK2	protein_coding
7	97841566	97842271	+	ENSG00000180535	BHLHA15	protein_coding
7	97843936	97881563	-	ENSG00000205356	TECPR1	protein_coding
7	97881691	97922275	+	ENSG00000164713	BRI3	protein_coding
7	97920963	98030380	-	ENSG00000006453	BAIAP2L1	protein_coding
7	98246609	98259180	+	ENSG00000106236	NPTX2	protein_coding
7	98444111	98468394	-	ENSG00000166448	TMEM130	protein_coding
7	98475556	98610866	+	ENSG00000196367	TRRAP	protein_coding
7	98625061	98741723	-	ENSG00000198742	SMURF1	protein_coding
7	98771197	98805129	-	ENSG00000185467	KPNA7	protein_coding
7	98923521	98985787	+	ENSG00000241685	ARPC1A	protein_coding
7	98971872	98992424	+	ENSG00000130429	ARPC1B	protein_coding
7	98989671	99006452	-	ENSG00000106244	PDAP1	protein_coding
7	99006264	99017239	+	ENSG00000106245	BUD31	protein_coding
7	99014362	99063820	-	ENSG00000106246	PTCD1	protein_coding
7	99017372	99063787	-	ENSG00000248919	ATP5J2-PTCD1	protein_coding
7	99036545	99054994	+	ENSG00000160917	CPSF4	protein_coding
7	99040552	99040747	+	ENSG00000214314	AC073063.1	protein_coding
7	99046098	99063954	-	ENSG00000241468	ATP5J2	protein_coding
7	99070464	99101273	+	ENSG00000198556	ZNF789	protein_coding
7	99084142	99097947	-	ENSG00000160908	ZNF394	protein_coding
7	99101607	99132323	+	ENSG00000196652	ZKSCAN5	protein_coding
7	99143931	99156159	-	ENSG00000221909	FAM200A	protein_coding
7	99156029	99205433	+	ENSG00000197343	ZNF655	protein_coding
7	99214569	99230030	+	ENSG00000197037	ZNF498	protein_coding
7	99245817	99277621	-	ENSG00000106258	CYP3A5	protein_coding
7	99293368	99332819	-	ENSG00000160870	CYP3A7	protein_coding
7	99354604	99381888	-	ENSG00000160868	CYP3A4	protein_coding
7	99425636	99463718	+	ENSG00000021461	CYP3A43	protein_coding
7	99473610	99474680	-	ENSG00000244623	OR2AE1	protein_coding
7	99474581	99517223	-	ENSG00000146833	TRIM4	protein_coding
7	99520892	99527243	-	ENSG00000176402	GJC3	protein_coding
7	99564343	99573780	-	ENSG00000160862	AZGP1	protein_coding
7	99613204	99636631	+	ENSG00000106261	ZKSCAN1	protein_coding
7	99647390	99662661	+	ENSG00000166529	ZSCAN21	protein_coding
7	99661656	99680171	-	ENSG00000166526	ZNF3	protein_coding
7	99686577	99689823	+	ENSG00000168090	COPS6	protein_coding
7	99690351	99699563	-	ENSG00000166508	MCM7	protein_coding
7	99699172	99707968	+	ENSG00000221838	AP4M1	protein_coding
7	99704693	99717464	-	ENSG00000106290	TAF6	protein_coding
7	99717236	99723134	+	ENSG00000166997	CNPY4	protein_coding
7	99724317	99726118	+	ENSG00000214309	MBLAC1	protein_coding
7	99746530	99753567	+	ENSG00000188186	C7orf59	protein_coding
7	99752043	99756338	-	ENSG00000146826	C7orf43	protein_coding
7	99756867	99766373	-	ENSG00000197093	GAL3ST4	protein_coding
7	99767229	99774995	-	ENSG00000213420	GPC2	protein_coding
7	99775186	99819111	+	ENSG00000066923	STAG3	protein_coding
7	99798283	99869855	-	ENSG00000160844	GATS	protein_coding
7	99815864	99819113	+	ENSG00000213413	PVRIG	protein_coding
7	99905325	99919819	+	ENSG00000214300	SPDYE3	protein_coding
7	99933702	99965454	+	ENSG00000121716	PILRB	protein_coding
7	99965153	99997719	+	ENSG00000085514	PILRA	protein_coding
7	99998449	100026615	-	ENSG00000078487	ZCWPW1	protein_coding
7	99998731	100001824	+	ENSG00000233389	AC005071.3	protein_coding
7	100026413	100031741	+	ENSG00000146834	MEPCE	protein_coding
7	100032905	100034188	-	ENSG00000160813	PPP1R35	protein_coding
7	100054238	100061894	-	ENSG00000185955	C7orf61	protein_coding
7	100060982	100076902	-	ENSG00000166925	TSC22D4	protein_coding
7	100081550	100092422	+	ENSG00000166924	C7orf51	protein_coding
7	100136834	100165842	+	ENSG00000106351	AGFG2	protein_coding
7	100169855	100183776	-	ENSG00000077454	LRCH4	protein_coding
7	100169855	100176323	-	ENSG00000205307	SAP25	protein_coding
7	100181605	100198740	+	ENSG00000106336	FBXO24	protein_coding
7	100199800	100205798	+	ENSG00000106333	PCOLCE	protein_coding
7	100209725	100213007	+	ENSG00000106330	MOSPD3	protein_coding
7	100218039	100240402	-	ENSG00000106327	TFR2	protein_coding
7	100240720	100254084	-	ENSG00000077080	ACTL6B	protein_coding
7	100271154	100276797	+	ENSG00000172354	GNB2	protein_coding
7	100277130	100287071	-	ENSG00000146830	GIGYF1	protein_coding
7	100303676	100305118	+	ENSG00000172336	POP7	protein_coding
7	100318423	100321323	+	ENSG00000130427	EPO	protein_coding
7	100400187	100425121	-	ENSG00000196411	EPHB4	protein_coding
7	100424442	100464631	+	ENSG00000146828	SLC12A9	protein_coding
7	100464760	100471076	+	ENSG00000087077	TRIP6	protein_coding
7	100472733	100486285	+	ENSG00000087087	SRRT	protein_coding
7	100486346	100487339	-	ENSG00000176125	UFSP1	protein_coding
7	100487615	100494594	-	ENSG00000087085	ACHE	protein_coding
7	100547187	100611118	+	ENSG00000169894	MUC3A	protein_coding
7	100547257	100550424	+	ENSG00000228273	AC118759.1	protein_coding
7	100612904	100662230	+	ENSG00000205277	MUC12	protein_coding
7	100663353	100702020	+	ENSG00000169876	MUC17	protein_coding
7	100728720	100735017	+	ENSG00000169871	TRIM56	protein_coding
7	100770370	100782547	+	ENSG00000106366	SERPINE1	protein_coding
7	100797678	100804877	+	ENSG00000106367	AP1S1	protein_coding
7	100805790	100808874	-	ENSG00000128564	VGF	protein_coding
7	100813774	100823557	-	ENSG00000167011	C7orf52	protein_coding
7	100838288	100844302	-	ENSG00000106384	MOGAT3	protein_coding
7	100845043	100846556	-	ENSG00000205267	AC004876.1	protein_coding
7	100849258	100861701	-	ENSG00000106397	PLOD3	protein_coding
7	100860949	100867471	+	ENSG00000106400	ZNHIT1	protein_coding
7	100875373	100882101	-	ENSG00000106404	CLDN15	protein_coding
7	100882739	100895597	-	ENSG00000214253	FIS1	protein_coding
7	100956975	100965104	-	ENSG00000128581	RABL5	protein_coding
7	101256605	101272576	-	ENSG00000106436	MYL10	protein_coding
7	101459219	101927250	+	ENSG00000257923	CUX1	protein_coding
7	101928405	101962178	+	ENSG00000160999	SH2B2	protein_coding
7	102004319	102067123	+	ENSG00000128563	PRKRIP1	protein_coding
7	102073553	102097268	+	ENSG00000160991	ORAI2	protein_coding
7	102096685	102105323	-	ENSG00000160993	ALKBH4	protein_coding
7	102105376	102113615	+	ENSG00000161036	LRWD1	protein_coding
7	102113565	102119354	-	ENSG00000005075	POLR2J	protein_coding
7	102122892	102184211	-	ENSG00000170667	RASA4B	protein_coding
7	102178365	102232891	-	ENSG00000168255	POLR2J3	protein_coding
7	102178366	102312182	-	ENSG00000228049	POLR2J2	protein_coding
7	102191679	102202755	+	ENSG00000205238	SPDYE2	protein_coding
7	102213835	102220258	-	ENSG00000189093	AC093668.1	protein_coding
7	102220093	102283316	-	ENSG00000105808	RASA4	protein_coding
7	102222970	102283316	-	ENSG00000205236	UPK3BL	protein_coding
7	102290772	102301847	+	ENSG00000173678	SPDYE6	protein_coding
7	102312908	102319318	-	ENSG00000205233	AC105052.1	protein_coding
7	102389418	102467706	+	ENSG00000222011	FAM185A	protein_coding
7	102453308	102715286	-	ENSG00000161040	FBXL13	protein_coding
7	102553438	102585396	+	ENSG00000128606	LRRC17	protein_coding
7	102715328	102740205	+	ENSG00000170632	ARMC10	protein_coding
7	102740223	102790007	-	ENSG00000161048	NAPEPLD	protein_coding
7	102937869	102969958	+	ENSG00000105819	PMPCB	protein_coding
7	102952921	102985320	-	ENSG00000105821	DNAJC2	protein_coding
7	102984701	103009842	+	ENSG00000161057	PSMC2	protein_coding
7	102993177	103086624	-	ENSG00000170615	SLC26A5	protein_coding
7	103112231	103629963	-	ENSG00000189056	RELN	protein_coding
7	103766788	103848495	-	ENSG00000164815	ORC5	protein_coding
7	103969104	104549001	+	ENSG00000187416	LHFPL3	protein_coding
7	104654626	104754808	+	ENSG00000005483	MLL5	protein_coding
7	104751151	105039755	-	ENSG00000135250	SRPK2	protein_coding
7	105080108	105162714	-	ENSG00000091127	PUS7	protein_coding
7	105172532	105208124	+	ENSG00000135249	RINT1	protein_coding
7	105205567	105241322	-	ENSG00000185055	EFCAB10	protein_coding
7	105245514	105517050	-	ENSG00000146776	ATXN7L1	protein_coding
7	105517242	105676877	+	ENSG00000128536	CDHR3	protein_coding
7	105730949	105753022	-	ENSG00000008282	SYPL1	protein_coding
7	105888731	105926772	-	ENSG00000105835	NAMPT	protein_coding
7	106297211	106301442	-	ENSG00000253276	C7orf74	protein_coding
7	106505723	106547590	+	ENSG00000105851	PIK3CG	protein_coding
7	106685094	106802256	+	ENSG00000005249	PRKAR2B	protein_coding
7	106809406	106842974	+	ENSG00000105856	HBP1	protein_coding
7	106842189	107204959	-	ENSG00000164597	COG5	protein_coding
7	107110463	107116098	+	ENSG00000172209	GPR22	protein_coding
7	107203929	107218906	+	ENSG00000105865	DUS4L	protein_coding
7	107220422	107269615	+	ENSG00000075790	BCAP29	protein_coding
7	107301080	107358254	+	ENSG00000091137	SLC26A4	protein_coding
7	107384142	107401142	+	ENSG00000105879	CBLL1	protein_coding
7	107405912	107443670	-	ENSG00000091138	SLC26A3	protein_coding
7	107531415	107572175	+	ENSG00000091140	DLD	protein_coding
7	107564244	107643700	-	ENSG00000091136	LAMB1	protein_coding
7	107663993	107770801	-	ENSG00000091128	LAMB4	protein_coding
7	107788082	108097161	-	ENSG00000091129	NRCAM	protein_coding
7	108110866	108210110	-	ENSG00000135241	PNPLA8	protein_coding
7	108194987	108210194	-	ENSG00000177683	THAP5	protein_coding
7	108210012	108215294	+	ENSG00000128590	DNAJB9	protein_coding
7	108524032	108524644	-	ENSG00000205174	C7orf66	protein_coding
7	110303110	111202573	-	ENSG00000184903	IMMP2L	protein_coding
7	110731062	110765507	+	ENSG00000173114	LRRN3	protein_coding
7	111366168	111846466	-	ENSG00000128512	DOCK4	protein_coding
7	111846643	111983151	+	ENSG00000198839	ZNF277	protein_coding
7	112063023	112121072	+	ENSG00000006652	IFRD1	protein_coding
7	112120908	112130942	+	ENSG00000181016	C7orf53	protein_coding
7	112405787	112430647	-	ENSG00000146802	TMEM168	protein_coding
7	112459202	112579971	-	ENSG00000164603	C7orf60	protein_coding
7	112720468	112727833	-	ENSG00000164604	GPR85	protein_coding
7	112756773	112758668	-	ENSG00000214194	AC073346.2	protein_coding
7	113091127	113091457	+	ENSG00000236294	AC073348.1	protein_coding
7	113516832	113715975	-	ENSG00000154415	PPP1R3A	protein_coding
7	113726382	114333827	+	ENSG00000128573	FOXP2	protein_coding
7	114562209	114659256	+	ENSG00000135272	MDFIC	protein_coding
7	115575202	115799950	-	ENSG00000105967	TFEC	protein_coding
7	115850547	115898837	+	ENSG00000135269	TES	protein_coding
7	115927434	116148595	+	ENSG00000105971	CAV2	protein_coding
7	116164839	116201233	+	ENSG00000105974	CAV1	protein_coding
7	116312248	116438440	+	ENSG00000105976	MET	protein_coding
7	116451124	116559315	+	ENSG00000198898	CAPZA2	protein_coding
7	116593292	116870157	+	ENSG00000004866	ST7	protein_coding
7	116593953	116738860	+	ENSG00000214188	ST7-OT4	protein_coding
7	116605900	116607526	-	ENSG00000228368	AC106873.4	protein_coding
7	116916685	116963343	-	ENSG00000105989	WNT2	protein_coding
7	117003276	117068177	-	ENSG00000154438	ASZ1	protein_coding
7	117105838	117308719	+	ENSG00000001626	CFTR	protein_coding
7	117350705	117514193	-	ENSG00000077063	CTTNBP2	protein_coding
7	117824086	117832878	+	ENSG00000128534	NAA38	protein_coding
7	117854727	117882785	+	ENSG00000106013	ANKRD7	protein_coding
7	119913722	120390385	+	ENSG00000184408	KCND2	protein_coding
7	120427376	120498456	-	ENSG00000106025	TSPAN12	protein_coding
7	120590803	120617270	+	ENSG00000071243	ING3	protein_coding
7	120628731	120937498	+	ENSG00000106034	C7orf58	protein_coding
7	120965421	120981158	+	ENSG00000002745	WNT16	protein_coding
7	120988905	121036418	-	ENSG00000196937	FAM3C	protein_coding
7	121513143	121702090	+	ENSG00000106278	PTPRZ1	protein_coding
7	121715701	121784334	-	ENSG00000008311	AASS	protein_coding
7	121941448	121950745	-	ENSG00000128610	FEZF1	protein_coding
7	121958481	122526813	-	ENSG00000081803	CADPS2	protein_coding
7	122337766	122339210	-	ENSG00000188050	RNF133	protein_coding
7	122341718	122343021	-	ENSG00000235631	RNF148	protein_coding
7	122634759	122635754	-	ENSG00000128519	TAS2R16	protein_coding
7	122753585	122840040	-	ENSG00000081800	SLC13A1	protein_coding
7	123092454	123175131	-	ENSG00000164675	IQUB	protein_coding
7	123177051	123198309	-	ENSG00000128609	NDUFA5	protein_coding
7	123207064	123277951	+	ENSG00000146809	ASB15	protein_coding
7	123295861	123304344	+	ENSG00000170807	LMOD2	protein_coding
7	123321989	123389121	-	ENSG00000106299	WASL	protein_coding
7	123469037	123517532	+	ENSG00000106302	HYAL4	protein_coding
7	123565286	123611468	+	ENSG00000106304	SPAM1	protein_coding
7	123670973	123673523	-	ENSG00000234224	TMEM229A	protein_coding
7	124386051	124405681	-	ENSG00000170775	GPR37	protein_coding
7	124462440	124570037	-	ENSG00000128513	POT1	protein_coding
7	126078652	126893348	-	ENSG00000179603	GRM8	protein_coding
7	126986844	127071978	-	ENSG00000048405	ZNF800	protein_coding
7	127220672	127233665	-	ENSG00000179562	GCC1	protein_coding
7	127228399	127231759	+	ENSG00000004059	ARF5	protein_coding
7	127231463	127242198	+	ENSG00000106328	FSCN3	protein_coding
7	127250346	127255982	-	ENSG00000106331	PAX4	protein_coding
7	127292234	127732661	+	ENSG00000197157	SND1	protein_coding
7	127667124	127672160	-	ENSG00000128594	LRRC4	protein_coding
7	127881337	127897681	+	ENSG00000174697	LEP	protein_coding
7	127950437	127983962	-	ENSG00000106344	RBM28	protein_coding
7	127990379	128001739	-	ENSG00000224940	PRRT4	protein_coding
7	128032331	128050306	-	ENSG00000106348	IMPDH1	protein_coding
7	128095894	128146656	+	ENSG00000165055	METTL2B	protein_coding
7	128095903	128098472	+	ENSG00000135245	C7orf68	protein_coding
7	128312342	128326929	+	ENSG00000205085	FAM71F2	protein_coding
7	128349115	128371677	+	ENSG00000135248	FAM71F1	protein_coding
7	128379346	128411861	+	ENSG00000128595	CALU	protein_coding
7	128412545	128415844	-	ENSG00000128617	OPN1SW	protein_coding
7	128430811	128462186	+	ENSG00000128596	CCDC136	protein_coding
7	128470431	128499328	+	ENSG00000128591	FLNC	protein_coding
7	128502880	128505898	+	ENSG00000128524	ATP6V1F	protein_coding
7	128577666	128590089	+	ENSG00000128604	IRF5	protein_coding
7	128594948	128695198	-	ENSG00000064419	TNPO3	protein_coding
7	128784712	128808671	+	ENSG00000158457	TSPAN33	protein_coding
7	128828713	128853386	+	ENSG00000128602	SMO	protein_coding
7	128864864	129070052	+	ENSG00000158467	AHCYL2	protein_coding
7	129074274	129128240	+	ENSG00000128578	FAM40B	protein_coding
7	129251555	129396922	+	ENSG00000106459	NRF1	protein_coding
7	129470572	129592789	-	ENSG00000186591	UBE2H	protein_coding
7	129658126	129691291	-	ENSG00000091732	ZC3HC1	protein_coding
7	129710350	129773596	+	ENSG00000128607	KLHDC10	protein_coding
7	129804555	129847610	-	ENSG00000146842	TMEM209	protein_coding
7	129847700	129856683	+	ENSG00000165120	C7orf45	protein_coding
7	129906667	129929638	+	ENSG00000158516	CPA2	protein_coding
7	129932974	129964020	+	ENSG00000128510	CPA4	protein_coding
7	129984630	130008571	+	ENSG00000158525	CPA5	protein_coding
7	130020180	130027955	+	ENSG00000091704	CPA1	protein_coding
7	130036375	130082274	-	ENSG00000106477	CEP41	protein_coding
7	130126046	130146133	+	ENSG00000106484	MEST	protein_coding
7	130146089	130353598	-	ENSG00000158623	COPG2	protein_coding
7	130353488	130372268	-	ENSG00000213265	TSGA13	protein_coding
7	130417401	130418888	-	ENSG00000174595	KLF14	protein_coding
7	130794855	131181395	+	ENSG00000128585	MKLN1	protein_coding
7	131185021	131242976	-	ENSG00000128567	PODXL	protein_coding
7	131808091	132333447	-	ENSG00000221866	PLXNA4	protein_coding
7	132333553	132413528	+	ENSG00000183470	AC009365.3	protein_coding
7	132469629	132766848	-	ENSG00000106554	CHCHD3	protein_coding
7	132719291	132720699	-	ENSG00000232856	MIR3654	protein_coding
7	132937829	133751342	+	ENSG00000131558	EXOC4	protein_coding
7	133812052	133949343	+	ENSG00000155530	LRGUK	protein_coding
7	133974084	134001803	-	ENSG00000205060	SLC35B4	protein_coding
7	134127127	134144036	-	ENSG00000085662	AKR1B1	protein_coding
7	134212344	134226160	+	ENSG00000198074	AKR1B10	protein_coding
7	134233888	134264592	+	ENSG00000227471	AKR1B15	protein_coding
7	134331560	134364565	+	ENSG00000172331	BPGM	protein_coding
7	134429003	134655479	+	ENSG00000122786	CALD1	protein_coding
7	134671259	134832715	+	ENSG00000146856	AGBL3	protein_coding
7	134777115	134855547	-	ENSG00000122783	C7orf49	protein_coding
7	134832797	134832916	-	ENSG00000229974	AC083862.1	protein_coding
7	134832824	134850650	+	ENSG00000146859	TMEM140	protein_coding
7	134868590	134896316	-	ENSG00000105875	WDR91	protein_coding
7	134916731	134943244	+	ENSG00000146857	STRA8	protein_coding
7	135046547	135194875	-	ENSG00000080802	CNOT4	protein_coding
7	135242667	135333505	+	ENSG00000155561	NUP205	protein_coding
7	135347244	135378166	+	ENSG00000243317	C7orf73	protein_coding
7	135365985	135412952	-	ENSG00000164707	SLC13A4	protein_coding
7	135413096	135433594	-	ENSG00000189320	FAM180A	protein_coding
7	135611509	135662101	-	ENSG00000105887	MTPN	protein_coding
7	135611542	135613214	+	ENSG00000236338	AC015987.1	protein_coding
7	136553416	136705002	+	ENSG00000181072	CHRM2	protein_coding
7	136912088	137028611	-	ENSG00000105894	PTN	protein_coding
7	137073563	137531838	-	ENSG00000157680	DGKI	protein_coding
7	137559725	137686813	-	ENSG00000182158	CREB3L2	protein_coding
7	137687070	137802732	+	ENSG00000122787	AKR1D1	protein_coding
7	138144953	138274738	+	ENSG00000122779	TRIM24	protein_coding
7	138279030	138386097	-	ENSG00000157703	SVOPL	protein_coding
7	138391040	138484305	-	ENSG00000105929	ATP6V0A4	protein_coding
7	138482695	138522846	+	ENSG00000214128	TMEM213	protein_coding
7	138516126	138666064	-	ENSG00000122778	KIAA1549	protein_coding
7	138707126	138720775	-	ENSG00000146858	ZC3HAV1L	protein_coding
7	138728266	138794465	-	ENSG00000105939	ZC3HAV1	protein_coding
7	138818490	138876732	+	ENSG00000105948	TTC26	protein_coding
7	138915102	138992981	+	ENSG00000157741	UBN2	protein_coding
7	139024203	139031065	+	ENSG00000164898	C7orf55	protein_coding
7	139025105	139108198	+	ENSG00000146963	LUC7L2	protein_coding
7	139073926	139077714	+	ENSG00000214117	AC083883.1	protein_coding
7	139137436	139168458	-	ENSG00000188883	KLRG2	protein_coding
7	139208602	139229730	+	ENSG00000236279	CLEC2L	protein_coding
7	139246316	139477577	-	ENSG00000064393	HIPK2	protein_coding
7	139476850	139720125	+	ENSG00000059377	TBXAS1	protein_coding
7	139723544	139763521	-	ENSG00000059378	PARP12	protein_coding
7	139784546	139876835	-	ENSG00000006459	JHDM1D	protein_coding
7	139993493	140104233	-	ENSG00000157800	SLC37A3	protein_coding
7	140103843	140126050	+	ENSG00000146955	RAB19	protein_coding
7	140152840	140179369	-	ENSG00000133606	MKRN1	protein_coding
7	140218220	140373793	-	ENSG00000146966	DENND2A	protein_coding
7	140372953	140396061	+	ENSG00000133597	ADCK2	protein_coding
7	140390577	140422590	+	ENSG00000090266	NDUFB2	protein_coding
7	140424943	140624564	-	ENSG00000157764	BRAF	protein_coding
7	140702196	140715028	-	ENSG00000090263	MRPS33	protein_coding
7	141250989	141355044	+	ENSG00000006530	AGK	protein_coding
7	141356528	141401953	-	ENSG00000257093	KIAA1147	protein_coding
7	141408153	141431071	+	ENSG00000214102	WEE2	protein_coding
7	141438121	141487722	+	ENSG00000106028	SSBP1	protein_coding
7	141463897	141464997	+	ENSG00000127362	TAS2R3	protein_coding
7	141478242	141479235	+	ENSG00000127364	TAS2R4	protein_coding
7	141490017	141491166	+	ENSG00000127366	TAS2R5	protein_coding
7	141536086	141541287	-	ENSG00000165076	PRSS37	protein_coding
7	141607613	141806547	+	ENSG00000257335	MGAM	protein_coding
7	141618617	141619709	+	ENSG00000258083	OR9A4	protein_coding
7	141627157	141646807	-	ENSG00000258227	CLEC5A	protein_coding
7	141672431	141673573	-	ENSG00000257138	TAS2R38	protein_coding
7	141811549	141921088	+	ENSG00000257743	RP11-1220K2.2	protein_coding
7	141951963	141957878	-	ENSG00000258223	PRSS58	protein_coding
7	142099460	142099938	-	ENSG00000259576	AC233282.2	protein_coding
7	142457319	142460923	+	ENSG00000204983	PRSS1	protein_coding
7	142552792	142568847	+	ENSG00000106123	EPHB6	protein_coding
7	142568956	142583507	-	ENSG00000165125	TRPV6	protein_coding
7	142605267	142630905	-	ENSG00000127412	TRPV5	protein_coding
7	142636440	142637955	+	ENSG00000165131	C7orf34	protein_coding
7	142638201	142659768	-	ENSG00000197993	KEL	protein_coding
7	142723245	142724282	-	ENSG00000179468	OR9A2	protein_coding
7	142749417	142750444	+	ENSG00000225781	OR6V1	protein_coding
7	142829170	142836839	+	ENSG00000159763	PIP	protein_coding
7	142880512	142881528	+	ENSG00000236398	TAS2R39	protein_coding
7	142919130	142920162	+	ENSG00000221937	TAS2R40	protein_coding
7	142941186	142967947	+	ENSG00000197448	GSTK1	protein_coding
7	142977050	142985141	+	ENSG00000178826	TMEM139	protein_coding
7	142985308	143004789	+	ENSG00000106144	CASP2	protein_coding
7	143013219	143049176	+	ENSG00000188037	CLCN1	protein_coding
7	143050493	143059863	-	ENSG00000159784	FAM131B	protein_coding
7	143078173	143088204	+	ENSG00000159840	ZYX	protein_coding
7	143087382	143105985	-	ENSG00000146904	EPHA1	protein_coding
7	143140546	143141502	+	ENSG00000185899	TAS2R60	protein_coding
7	143174966	143175889	+	ENSG00000221855	TAS2R41	protein_coding
7	143318043	143427502	+	ENSG00000170379	FAM115C	protein_coding
7	143548468	143599291	-	ENSG00000198420	FAM115A	protein_coding
7	143632259	143633372	+	ENSG00000221910	OR2F2	protein_coding
7	143657027	143658108	+	ENSG00000213215	OR2F1	protein_coding
7	143701022	143702068	+	ENSG00000221813	OR6B1	protein_coding
7	143747461	143748473	+	ENSG00000221836	OR2A5	protein_coding
7	143771275	143772288	+	ENSG00000221933	OR2A25	protein_coding
7	143792141	143793186	+	ENSG00000221858	OR2A12	protein_coding
7	143806607	143807657	+	ENSG00000221989	OR2A2	protein_coding
7	143826151	143827162	+	ENSG00000221938	OR2A14	protein_coding
7	143880559	143883146	+	ENSG00000225932	CTAGE4	protein_coding
7	143883176	143991230	-	ENSG00000213214	ARHGEF35	protein_coding
7	143929004	143929936	-	ENSG00000212807	OR2A42	protein_coding
7	143955700	143956815	-	ENSG00000243896	OR2A7	protein_coding
7	143963794	143966381	-	ENSG00000244693	CTAGE8	protein_coding
7	144015218	144016150	+	ENSG00000221970	OR2A1	protein_coding
7	144052381	144077725	+	ENSG00000050327	ARHGEF5	protein_coding
7	144094333	144107320	-	ENSG00000106410	NOBOX	protein_coding
